Latitude,Longtitude
713195.790825,1570653.0755000003
713253.6363,1570500.5142500002
713356.1319,1570970.7224000003
713511.041475,1570470.8806250002
713512.33545,1570369.2476750002
713413.2585,1570928.0691500003
713428.259025,1570845.9576500002
713291.0817,1570416.2301500002
713215.9832250001,1570584.9421250003
713656.68555,1570592.3385500002
713180.486775,1570541.6498750001
713387.043525,1570281.2414000002
713325.507825,1570367.4904250002
713484.3792000001,1570423.9940000002
713428.9459500001,1570339.086875
713331.2748,1570998.2153750001
713671.973625,1570593.68045
713565.963525,1570666.4306000003
713429.45715,1570431.4064000002
713400.4146,1570899.6975500002
713015.656725,1570876.0226000003
713391.069225,1570920.2573750003
713380.4139,1570368.7364750002
713221.2070500001,1571021.7944750004
713200.231875,1570591.5078500002
713647.4360250001,1570520.5948250003
713311.769325,1571040.6929000004
713509.252275,1570792.7129750003
713364.007575,1570975.5149000003
713458.8831,1570746.9765500003
713412.667425,1570936.3282250003
713445.032775,1570525.930475
713215.00875,1570601.9395250003
713383.9603500001,1570907.0939750003
713392.347225,1570802.3459000003
713657.45235,1570575.2772500003
713196.1902000001,1570644.0656
713538.262875,1570425.6074750002
713312.5680750001,1571031.4913000003
713198.8740000001,1570600.3420250001
713632.579275,1570602.7862000002
713298.7017750001,1570707.9975500002
713377.746075,1570994.5091750002
713266.272525,1570638.2826500002
713261.6877,1570589.6228000002
713319.645,1570353.6401000002
713714.7866250001,1570540.5795500001
713313.270975,1570524.9560000002
713724.22785,1570527.3203000003
713284.8354750001,1570394.2166000002
713429.600925,1570524.3010250002
713300.9542500001,1570395.7661750002
713421.6453750001,1570333.8790250001
713241.894675,1570455.0973250002
713643.122775,1570564.8455750002
713554.1420250001,1570418.46665
713400.558375,1570798.5278750001
713023.6602,1570763.0154500003
713631.205425,1570620.0711500002
713168.10615,1570606.2847250002
713229.242475,1570612.4830250002
713284.14855,1570411.2299750003
713596.986975,1570661.1588500002
713340.1249500001,1571070.4223750003
713377.1070750001,1570901.8701500003
713667.436725,1570553.8068500003
713615.15055,1570618.5215750001
713432.5403250001,1570489.0282250002
713610.5817,1570679.9135000003
713500.561875,1570408.9775
713416.629225,1570495.7537000002
713658.874125,1570566.443075
713257.8856500001,1571047.9295750002
713482.542075,1570441.9339250003
713275.4581500001,1570422.6680750002
713674.337925,1570559.3981
713630.183025,1570629.2567750001
713422.348275,1570906.9661750002
713206.7496750001,1570706.9751500003
713128.10475,1570624.09685
713537.544,1570729.6916000003
713058.6135000001,1570712.6942000003
713136.8750250001,1570602.6584
713441.837775,1570468.1329250003
713320.1721750001,1570344.6621500002
713524.1729250001,1570794.0548750001
713305.155675,1570730.3625500002
713358.9435,1570343.7995000002
713230.360725,1570992.5282750002
713606.763675,1570445.4005000002
713222.373225,1570506.1534250001
713228.6833500001,1570722.3590750003
713349.5182500001,1570357.234475
713548.9821,1570682.4375500001
713546.0427,1570717.6304750002
713614.559475,1570450.35275
713627.946525,1570469.9381000001
713285.953725,1570975.9781750003
713289.9315000001,1571024.7498500003
713203.37895,1570548.231575
713275.52205,1570515.9940250001
713501.264775,1570703.7322250002
713407.012275,1570315.364
713460.8640000001,1570813.4645000002
713354.9817,1570987.7677250002
713325.507825,1571059.6392500002
713248.3965,1570469.8103000002
713569.158525,1570724.084375
713455.9437000001,1570875.4794500002
713456.1993,1570378.129775
713223.5394,1570488.9483500002
713351.0358750001,1570440.6719000002
713264.4993,1570563.4877000002
713198.2829250001,1570710.377825
713300.76255,1570590.0062000002
713269.1001,1570686.6709250002
713287.2157500001,1570662.9480500002
713333.7189750001,1571056.3963250003
713044.6353750001,1570896.7102250003
713200.6472250001,1570582.9772
713618.201775,1570592.4983
713243.204625,1570732.8386750002
713421.46965,1570822.9856000002
713299.117125,1570421.613725
713360.7007500001,1570521.0261500003
713428.9619250001,1570330.9556000002
713342.9525250001,1570352.0426
713668.618875,1570535.5793750002
713154.383625,1570679.4023000002
713429.664825,1570532.4003500002
713327.4887250001,1570341.85055
713225.2647,1570563.8391500001
713436.981375,1570336.083575
713443.1317500001,1570847.0120000003
713273.301525,1570643.5224500003
713200.6632000001,1570684.5782
713512.543125,1570656.3024500003
713487.5103000001,1570767.9038000002
713436.470175,1570833.6249500003
713355.444975,1570878.2111750003
713382.219075,1570536.458
713444.777175,1570331.866175
713522.607375,1570525.0838000001
713222.35725,1570606.9397000002
713327.08935,1570839.1682750003
713389.3119750001,1570939.1238500003
713370.940725,1570491.0570500002
713465.991975,1570863.6260000002
713541.585675,1570677.7409
713261.192475,1570505.7221000001
713361.323775,1570318.447175
713312.9994000001,1570431.9335750001
713381.995425,1570739.1807500003
713449.90515,1570861.1978000002
713394.4719,1570969.8278000003
713408.5458750001,1570499.4758750002
713210.711475,1570646.2382000003
713475.385275,1570823.8961750001
713325.2362500001,1570375.84535
713390.73375,1570322.2013
713313.4467000001,1570820.030225
713341.371,1570470.145775
713241.575175,1570952.8623500003
713586.539325,1570597.9777250001
713346.626775,1570991.5857500003
713475.65685,1570731.4967750001
713249.70645,1570451.50295
713526.920625,1570767.9996500001
713492.175,1570420.8149750002
713275.58595,1571005.7396000002
713627.722875,1570664.3059250002
713545.771125,1570725.2186000003
713296.880625,1570743.3342500003
713373.7044,1570945.8972500002
713302.823325,1570664.3858000003
713262.853875,1570774.58135
713305.23555,1571026.2515000002
713331.7221,1570989.0617000002
713605.3898250001,1570657.8999500002
713621.460675,1570650.5354750003
713609.798925,1570503.6773
713603.440875,1570683.2203250001
713392.2354,1570996.7776250003
713562.9442500001,1570710.2660000003
713638.9533,1570524.2531
713561.34675,1570728.0302000002
713308.350675,1570687.54955
713237.134125,1570609.5116750002
713579.861775,1570482.8459
713116.363125,1570671.0793250003
713375.669325,1570320.2843000002
713423.2269,1570408.5621500001
713516.2972500001,1570603.664825
713458.8990750001,1570654.9605500002
713268.4611000001,1570705.3297250003
713226.5746500001,1570554.493775
713567.912475,1570640.45525
713587.306125,1570681.7985500002
713441.6141250001,1570367.53835
713501.6801250001,1570593.8082500002
713605.038375,1570463.5161500003
713344.997325,1571018.1521750002
713274.771225,1570533.6943250003
713612.8182,1570654.5611750002
713259.29145,1570726.4327000002
713472.126375,1570572.7212500002
713411.932575,1570354.4708000002
713421.3738000001,1570729.7555000002
713370.365625,1570988.9498750002
713487.174825,1570776.9137000002
713246.910825,1570588.05725
713342.55315,1571044.4310500002
713670.312225,1570518.8216000001
713351.49915,1570366.0367
713249.147325,1570653.8423000001
713348.607675,1570872.4282250002
713301.65715,1570478.9320250002
713363.144925,1570384.3760000002
713304.14925,1571045.1978500003
713531.713125,1570798.5598250001
713218.0919250001,1570558.679225
713494.012125,1570394.95145
713397.2036250001,1570343.3042750002
713206.8615,1570504.7316500002
713307.40815,1571000.1803000004
713591.7951,1570629.6881000001
713308.925775,1571083.8573500002
713356.1319,1570472.542025
713637.4356750001,1570634.081225
713211.5102250001,1570637.0845250003
713239.0671,1570684.29065
713516.55285,1570502.4312500001
713260.2659250001,1570708.6205750003
713351.7707250001,1570338.3041
713351.355375,1570432.029425
713370.79695,1570888.0677500002
713301.3696,1570681.9902500003
713487.5742,1570472.286425
713174.1127500001,1570721.5763000003
713239.8978,1570675.1050250002
713563.6631250001,1570405.3511750002
713339.5498500001,1570994.6529500003
713403.9291000001,1570956.9839000003
713526.77685,1570777.8242750003
713301.864825,1570774.6452500003
713231.0316750001,1570687.405775
713268.7806,1570603.8086
713417.108475,1570883.4350000003
713547.03315,1570615.6620500002
713610.597675,1570688.8275500003
713431.69365,1570885.9750250003
713321.609925,1570419.68075
713303.6061,1570655.6315000001
713212.500675,1570730.3625500002
713389.20015,1570348.000925
713262.5823,1570673.3318000003
713421.08625,1570831.8038
713427.73185,1570550.3243000002
713346.8344500001,1570594.2395750002
713059.619925,1570907.1419000002
713513.03835,1570453.1164250001
713245.68075,1570605.9013250002
713329.789125,1571015.8997000002
712997.445225,1570799.5982000001
713464.09095,1570483.4369750002
713327.66445,1570645.4075000002
713118.120375,1570653.3470750002
713564.1104250001,1570582.3062500001
713281.193175,1570547.22515
713185.982175,1570573.0567250003
713275.58595,1570710.1222250003
713280.8257500001,1571045.9007500003
713323.782525,1570993.1992250003
713084.20545,1570786.8022250002
713460.6882750001,1570526.4576500002
713314.0218,1570709.770775
713516.600775,1570798.1285
713419.5526500001,1570360.0780250002
713374.4073000001,1570447.4772500002
713584.5264750001,1570725.6339500002
713501.360625,1570399.855775
713251.0803,1570627.7072000003
713644.3848,1570461.8707250003
713366.64345,1570442.1735500002
713444.09025,1570922.3021750003
713232.07005,1570678.92305
713453.22795,1570808.4643250003
713536.793175,1570747.0404500002
713102.0016000001,1570652.2927250003
713487.5262750001,1570389.6477500002
713292.2958000001,1570601.4762500003
713258.71635,1570633.2345500002
713339.789475,1570986.7772750002
713432.0770500001,1570599.2078000002
713413.1946,1570733.5096250002
713571.18735,1570697.9972
713346.8025,1570308.1592750002
713145.1980000001,1570700.5851500002
713626.39695,1570487.3508500003
713282.9025000001,1570420.431575
713683.890975,1570546.58615
713158.8726,1570627.1640500003
713599.94235,1570524.7004000002
713343.6075,1570941.9035000002
713326.178775,1570561.5707000003
713634.672,1570484.3315750002
713220.0249000001,1570532.0329250002
713332.0735500001,1570372.9379000003
713640.950175,1570498.4375000002
713379.535275,1570469.8422500002
713367.649875,1570526.5694750003
713397.427275,1570934.7467000003
713401.5009,1570494.2360750001
713191.30185,1571000.7074750003
713364.4229250001,1570468.4045000002
713328.87855,1571024.3185250002
713404.5042000001,1570348.4642
713462.605275,1570399.5522500002
713591.31585,1570443.8509250002
713022.60585,1570880.9588750002
713277.31125,1570498.9007750002
713298.957375,1570615.9336250003
713513.1501750001,1570444.7135750002
713624.79945,1570597.9298000003
713392.2354,1570304.8205000001
713517.7829250001,1570392.84275
713346.5628750001,1570898.5952750002
713497.2231000001,1570839.8232500001
713335.9554750001,1570936.8074750002
713562.544875,1570609.319975
713655.679125,1570601.8117250002
713173.266075,1570637.2123250002
713222.74065,1570598.9841500001
713045.3862000001,1570786.3868750003
713466.343425,1570457.2859000002
713636.9724,1570457.046275
713377.8419250001,1570892.9561000003
713246.0961000001,1570689.2588750003
713140.1658750001,1570964.4921500003
713311.5936,1570357.3143500001
713289.51615,1570729.8513500001
713439.61725,1570697.4540500003
713638.426125,1570625.1032750001
713554.18995,1570620.9977000002
713457.141825,1570672.4372000003
713052.2394750001,1570901.6944250003
713555.9312250001,1570493.6130500003
713184.4006500001,1570995.7232750002
713326.817775,1570552.7205500002
713327.680425,1570350.1415750002
713403.753375,1570948.8047000002
713497.57455,1570359.023675
713444.8251,1570830.1903250003
713694.498375,1570516.3934000002
713577.401625,1570424.8566500002
713516.952225,1570788.7032500003
713246.2398750001,1570596.3802250002
713549.2217250001,1570394.9993750001
713372.0430000001,1570574.8619000001
713425.127925,1570382.7305750002
713429.824575,1570718.2854500003
713214.162075,1570712.4226250001
713430.0162750001,1570625.3588750002
713360.0298,1570917.3179750002
713495.52975,1570376.6920250002
713376.0048,1571012.4650750002
713197.05285,1570533.9818750003
713252.597925,1570610.6938250002
713391.8520000001,1570810.8446000002
713282.4711750001,1570622.5153250003
713294.196825,1570575.5009
713310.587175,1571057.7382250002
713422.2684000001,1570325.5880000002
713299.532475,1570404.2329250001
713379.279675,1570867.2363500001
713387.28315,1570973.1825500003
713657.5641750001,1570583.3765750001
713508.18195,1570514.9876
713342.93655,1570545.8033750001
712981.022925,1570824.1198250002
713220.9834,1570717.1512250002
713592.2743500001,1570435.1924750002
713223.3157500001,1570691.1439250002
713312.32845,1570736.001725
713375.84505,1571020.4206250003
713299.564425,1570505.7221000001
713415.27135,1570311.3063500002
713443.371375,1570838.9126750003
713210.0565000001,1570663.4912000003
713232.884775,1570670.0409500003
713352.154125,1570525.0199000002
713337.968325,1570708.0295000002
713358.288525,1570353.049025
713649.001575,1570587.3543500002
713458.1802000001,1570359.7585250002
713319.2616000001,1570944.6512000002
713251.511625,1570619.4321500002
713219.35395,1570735.0112750002
713585.62875,1570615.7099750002
713335.763775,1571029.9577000001
713701.4475,1570521.5852750002
713306.865,1570704.4990250003
713599.511025,1570634.943875
713488.18125,1570371.4682000002
713234.8497,1570939.9066250003
713341.8822,1570359.950225
713460.89595,1570730.1229250003
713716.224375,1570531.8572000002
713503.1817750001,1570576.3635500001
713622.75465,1570623.921125
713556.154875,1570687.5016250003
713113.295925,1570943.2454000001
713298.78165,1570522.7354750002
713336.818125,1570337.7449750002
713214.0662250001,1570703.9399
713355.3331500001,1570388.4656000002
713695.392975,1570498.1339750001
713508.88485,1570505.3866250003
713377.5543750001,1570294.2131
713430.5913750001,1570422.3965000003
713323.558875,1571086.1737250003
713350.0614,1570956.3129500002
713430.8789250001,1570709.163725
713278.253775,1570674.7535750002
713256.112425,1570558.2638750002
713619.6555,1570566.1076000002
713207.260875,1570596.7316750002
713522.0802,1570441.6304000001
713623.665225,1570615.1828000003
713384.6313,1570308.4628
713359.7103,1570327.169525
713349.3744750001,1571057.4986000003
713210.2002750001,1570562.7049250002
713244.8181,1570614.3840500002
713177.132025,1570585.0859000003
713328.2235750001,1571033.4562250003
713552.3528250001,1570739.8357250001
713382.1551750001,1570933.1971250002
713280.3624750001,1570851.6128000002
713673.7788,1570566.9383000003
713455.799925,1570883.7864500002
713360.780625,1570310.970875
713398.896975,1570815.9566000002
713467.301925,1570836.4365500002
713274.387825,1570432.285025
713386.0371000001,1570484.34755
713520.3069750001,1570551.5064500002
713514.2205,1570419.1695500002
713511.424875,1570766.4181250003
713597.6579250001,1570457.940875
713473.86765,1570656.4781750003
713638.21845,1570550.6438000002
713347.761,1570881.2464250003
713377.3786500001,1570505.147
713309.8842750001,1570374.7430750001
713298.5420250001,1570716.8477000003
713301.59325,1570977.7514000002
713340.013125,1570876.1184500002
713454.2982750001,1570892.0615000003
713245.313325,1570512.767075
713479.55475,1570772.2170500003
713541.4419,1570584.5587250001
713183.0587500001,1570598.936225
713290.458675,1570526.4896000002
713629.863525,1570646.9411000002
713146.523925,1570674.2903000002
713453.5794,1570421.15045
713405.43075,1570341.2594750002
713382.93795,1570326.211025
713055.099,1570858.7057000003
713268.3972,1570510.9459250001
713570.74005,1570605.3741500003
713327.712375,1570940.9450000003
713409.32865,1570389.8873750002
713256.47985,1570465.3532750001
713234.705925,1570542.5924000002
713680.77585,1570487.8301000001
713117.3376000001,1570662.9161000003
713457.972525,1570756.1621750002
713215.2324,1570500.674
713598.6963000001,1570449.1226750002
713266.4802,1571035.6767500003
713619.575625,1570667.3571500003
713481.1203000001,1570761.9930500002
713588.5362,1570471.1681750002
713295.5706750001,1570557.752675
713365.3175250001,1570957.9424000003
713397.5071500001,1570336.7705
713213.267475,1570813.4645000002
713646.2379000001,1570529.3970500003
713108.61525,1570675.1210000003
713254.227375,1570778.1757250002
713349.278625,1570863.3863750002
713240.201325,1570473.29285
713598.009375,1570551.0272000001
713665.0245,1570588.7601500002
713303.6380500001,1570748.3344250002
713455.416525,1570707.4384250003
713580.45285,1570677.3734750003
713610.67755,1570587.0508250003
713397.011925,1570648.0274000003
713347.3137,1570687.262
713350.2690750001,1571040.1976750002
713275.1706000001,1570415.0959250003
713658.954,1570472.7337250002
713294.037075,1570677.565175
713539.04565,1570416.8372000002
713312.5521000001,1570939.3315250003
713546.442075,1570412.8274750002
713588.7119250001,1570461.263675
713678.53935,1570515.2432000001
713431.6617,1570498.0061750002
713323.654725,1570402.6354250002
713357.905125,1570952.3990750003
713352.1701,1571031.2836250002
713311.0185,1571049.4951250004
713279.563725,1571063.2496000002
713032.654125,1570750.0916750003
713554.493475,1570713.7805
713699.6583,1570539.2536250001
713257.486275,1570743.3182750002
713482.68585,1570524.8921000003
713384.743125,1570805.4610250003
713513.214075,1570749.388775
713115.308775,1570883.0835500003
713477.749575,1570603.8884750002
713539.285275,1570712.3906750001
713498.59695,1570425.5915
713253.460575,1570703.5884500002
713306.9289,1570409.632475
713215.024725,1570695.5849750002
713555.436,1570603.4252000002
713196.685425,1570930.8168500003
713467.685325,1570735.6343000003
713357.617575,1570657.6443500002
713472.7653750001,1570859.4405500002
713241.383475,1570463.8037
713570.0850750001,1570419.4251500003
713332.00965,1570981.0901750003
713101.474425,1570669.5936500002
713513.661375,1570647.1008500003
713518.78935,1570383.5932250002
713574.9255,1570451.3751500002
713609.8628250001,1570596.4760750001
713463.052575,1570593.4568000003
713431.3581750001,1570700.07395
713274.9948750001,1571014.4140250003
713559.3978,1570458.0686750002
713458.994925,1570739.3724500001
713354.0232,1570700.96855
713135.77275,1570620.7900250002
713382.87405,1570333.6713500002
713373.049425,1570658.3312750002
713529.923925,1570429.2817250001
713480.76885,1570855.2551000002
713370.41355,1570786.5466250002
713607.913875,1570613.5693250003
713178.6816,1570567.8009500003
713395.8138,1570369.9186250002
713560.7077500001,1570432.4447750002
713457.621075,1570452.3496250003
713274.004425,1571031.6830000002
713533.150875,1570486.600025
713479.9221750001,1570578.0249500002
713274.0204,1570736.7845000003
713430.7511250001,1570810.6688750002
713490.753225,1570825.7492750003
713180.6944500001,1570642.5160250003
713614.7352,1570535.0841500002
713274.515625,1570626.1736
713241.7668750001,1570750.9383500002
713261.256375,1570995.4357250002
712979.0580000001,1570841.4686750001
713652.85155,1570543.5349250003
713284.164525,1570799.1029750002
713228.0763000001,1570537.9117250002
713431.9332750001,1570784.4698750002
713293.557825,1570584.3510500002
713622.483075,1570641.7492250002
713378.20935,1570883.8982750003
713486.152425,1570499.1244250003
713187.004575,1570564.3503500002
713523.8853750001,1570710.2340500003
713163.95265,1570565.8520000002
713585.4051,1570420.83095
713539.349175,1570703.6363750002
713218.954575,1570549.3658000003
713305.68285,1570823.5127750002
713341.866225,1570562.9126000002
713240.4409500001,1570768.3031750002
713314.932375,1570700.6011250003
713516.0736,1570510.9139750001
713252.278425,1570517.9589500001
713573.248125,1570671.3988250003
713510.35455,1570682.4056000002
713175.7422,1570602.4187750001
713255.0421000001,1570584.4149500001
713497.462725,1570553.1518750002
713620.9015500001,1570464.5385500002
713226.782325,1570546.7938250003
713426.358,1570862.7314000002
713180.422875,1570550.1485750002
713540.1159750001,1570407.7634
713325.3321,1571068.3775750003
713401.91625,1570882.5563750002
713170.1030250001,1570681.1595500002
713546.5539,1570421.8853000002
713378.2892250001,1570285.2830750002
713063.4219750001,1570863.8336750001
713315.795025,1570498.741025
713374.646925,1570438.1318750002
713474.682375,1570647.8996000001
713007.892875,1570870.8946250002
713318.478825,1570657.6603250003
713274.036375,1571023.1523500003
713224.8014250001,1570572.7532000002
713393.816925,1570692.2941250002
713523.1026,1570802.9050250002
713554.365675,1570612.7226500001
713429.7127500001,1570912.5574250002
713211.765825,1570536.7295750002
713250.201675,1570839.6635000003
713245.3772250001,1570706.8952750002
713306.1621000001,1570722.295175
713286.081525,1570773.0637250002
713150.0544,1570833.3054500003
713612.8501500001,1570662.7403750003
713299.54845,1570413.0032000002
713321.6898,1570715.0265500003
713378.8962750001,1570681.6228250002
713511.4089,1570572.8011250002
713288.797275,1570747.1522750002
713233.22025,1570476.1044500002
713187.1803,1570657.0852250003
713463.6915750001,1570629.0491000002
713399.42415,1570807.5377750003
713302.056525,1570580.3573000003
713371.7874,1570971.5371250003
713379.7749000001,1570571.6509250002
713301.928725,1570378.2895250001
713364.53475,1570367.6022500002
713502.0156,1570694.4347750002
713489.33145,1570657.9958000001
713353.016775,1570515.3550250002
713344.9494,1570316.977475
713370.014175,1570297.360175
713281.225125,1570741.6089500003
713291.4012000001,1570711.6718000001
713640.07155,1570608.0579500003
713519.636025,1570467.3980750002
713230.2489,1570705.5214250002
713258.2371,1570735.2509
713544.7647,1570541.1227000002
713426.757375,1570854.3605000002
713489.347425,1570843.0182500002
713439.0741000001,1570705.4575250002
713353.4481,1570305.7470500001
713450.624025,1570557.0018500001
713634.272625,1570576.9226750003
713283.6533250001,1571010.6918500003
713405.670375,1570830.3021500001
713368.5924000001,1570812.873425
713495.46585,1570386.26105
713510.690025,1570775.4120500002
713556.0750000001,1570594.750775
713518.134375,1570484.810825
713355.1734000001,1570396.6927250002
713405.23905,1570543.1036000003
713251.735275,1570822.1549000002
713341.4668500001,1570960.3865750004
713379.1998000001,1570377.89015
713546.505975,1570514.268725
713515.2269250001,1570519.923875
713460.8001,1570425.9749000003
713465.36895,1570761.6735500002
713556.090975,1570586.6354750001
713544.0618,1570447.98845
713490.433725,1570640.8386500003
713517.7669500001,1570687.8051500001
713277.2313750001,1570987.9434500001
713216.8778250001,1570567.6731500002
713188.5701250001,1570630.6306250002
713515.6742250001,1570713.9881750003
713293.973175,1571073.6173750004
713479.283175,1570780.3323500003
713436.597975,1570925.2895000002
713527.1602500001,1570472.6698250002
713501.4405,1570787.7128000003
713335.124775,1571038.6640750002
713397.89055,1570917.4777250004
713499.04425,1570729.8353750003
713493.5009250001,1570697.7895250001
713166.9559500001,1570615.0709750003
713283.0942,1570715.4419000002
713404.02495,1570366.9952000002
713249.00355,1570755.6190250001
713274.62745,1570727.7586250002
713461.53495,1570417.108775
713403.8652,1570552.3371500003
713505.1147500001,1570364.0238500002
713241.095925,1570565.05325
713342.888625,1570840.5261500003
713567.081775,1570649.8325750001
713458.931025,1570552.9601750001
713573.9510250001,1570468.676075
713568.998775,1570631.7009500002
713410.8303,1570962.2716250003
713378.193375,1570783.8149
713232.90075,1570467.6217250002
713248.252725,1570562.0819
713388.097875,1570956.3768500003
713198.9379,1571005.7396000002
713328.62295,1570931.9670500003
713656.2702,1570499.7155000002
713219.018475,1570541.4581750003
713303.70195,1570646.8452500002
713529.891975,1570530.6111500002
713284.1006250001,1571002.1452250003
713544.557025,1570440.112775
713238.124575,1570499.2682000003
713256.5118,1570659.1300250003
713284.6278,1570688.8275500003
713298.58995,1571013.3437000003
